FareType	DollarFare	PointsFare
POINTS	93.2	5900
LOWEST	138.1	0
POINTS	138.1	9500
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	166.21	0
POINTS	166.21	12200
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	163.5	0
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	536.79	0
POINTS	536.79	42700
LOWEST	110.2	0
POINTS	110.2	7200
LOWEST	102.2	0
POINTS	102.2	6600
LOWEST	154.2	0
POINTS	154.2	10400
LOWEST	222.66	0
POINTS	222.66	7700
LOWEST	225.6	0
POINTS	225.6	13800
LOWEST	168.2	0
POINTS	168.2	11500
LOWEST	67.2	0
POINTS	67.2	4000
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	141.56	0
POINTS	141.56	4900
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	332.4	0
POINTS	332.4	20300
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	329.5	0
POINTS	329.5	22000
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	325.1	0
POINTS	325.1	20900
LOWEST	314.6	0
POINTS	314.6	21200
LOWEST	147.98	0
POINTS	147.98	10000
LOWEST	128.1	0
POINTS	128.1	7500
LOWEST	98.99	0
POINTS	98.99	6300
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	137.4	0
POINTS	137.4	5800
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	316.6	0
POINTS	316.6	21300
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	152.1	0
POINTS	152.1	9200
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	159	0
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	232.4	0
POINTS	232.4	12900
LOWEST	92.1	0
POINTS	92.1	6100
LOWEST	202.56	0
POINTS	202.56	7400
LOWEST	336.98	0
POINTS	336.98	28100
LOWEST	87.2	0
POINTS	87.2	5500
LOWEST	91.82	0
POINTS	91.82	2800
LOWEST	348.1	0
POINTS	348.1	25600
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	142.99	0
POINTS	142.99	9600
LOWEST	177.1	0
POINTS	177.1	10000
LOWEST	212.1	0
POINTS	212.1	13700
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	264.96	0
POINTS	264.96	9700
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	117.1	0
POINTS	117.1	4800
LOWEST	216.6	0
POINTS	216.6	13100
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	226.1	0
POINTS	226.1	14700
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	393.1	0
POINTS	393.1	23800
LOWEST	204	0
POINTS	204	12000
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	143.1	0
POINTS	143.1	6700
LOWEST	116.2	0
POINTS	116.2	7600
LOWEST	163.4	0
POINTS	163.4	7800
LOWEST	428.4	0
POINTS	428.4	29600
LOWEST	371.1	0
POINTS	371.1	25500
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	273.1	0
POINTS	273.1	17500
LOWEST	381.1	0
POINTS	381.1	26200
LOWEST	553.79	0
POINTS	553.79	44200
LOWEST	93.1	0
POINTS	93.1	3000
LOWEST	194.4	0
POINTS	194.4	10000
LOWEST	318.5	0
POINTS	318.5	21200
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	152.2	0
POINTS	152.2	10300
LOWEST	243.1	0
POINTS	243.1	16000
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	84.2	0
POINTS	84.2	5200
LOWEST	132.2	0
POINTS	132.2	8800
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	166.21	0
POINTS	166.21	11300
LOWEST	93.1	0
POINTS	93.1	4900
LOWEST	123.1	0
POINTS	123.1	5200
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	141.1	0
POINTS	141.1	5200
LOWEST	434.1	0
POINTS	432.1	35200
LOWEST	90.2	0
POINTS	90.2	5700
LOWEST	300.98	0
POINTS	300.98	23000
LOWEST	279.6	0
POINTS	279.6	18600
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	383.1	0
POINTS	383.1	33900
LOWEST	83.7	0
POINTS	83.7	5300
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	39.2	0
POINTS	39.2	1900
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	137.1	0
POINTS	137.1	8100
LOWEST	238.82	0
POINTS	238.82	13700
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	331.58	0
POINTS	331.58	21300
LOWEST	114.4	0
POINTS	114.4	5500
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	117.82	0
POINTS	117.82	4700
LOWEST	87.2	0
POINTS	87.2	5500
LOWEST	277.28	0
POINTS	277.28	12000
LOWEST	278.8	0
POINTS	278.8	12600
LOWEST	117.1	0
POINTS	117.1	4800
LOWEST	206.1	0
POINTS	206.1	12500
LOWEST	169.4	0
POINTS	169.4	8200
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	201.1	0
POINTS	201.1	12900
LOWEST	288.1	0
POINTS	288.1	18600
LOWEST	99.46	0
POINTS	99.46	3000
LOWEST	223.2	0
POINTS	223.2	15500
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	75.2	0
POINTS	75.2	4600
LOWEST	116.7	0
POINTS	116.7	7800
LOWEST	101.1	0
POINTS	101.1	4300
LOWEST	97.1	0
POINTS	97.1	5200
LOWEST	110.1	0
POINTS	110.1	6100
LOWEST	124.2	0
POINTS	124.2	8200
LOWEST	190.4	0
POINTS	190.4	9800
LOWEST	93.1	0
POINTS	93.1	4900
LOWEST	188.82	0
POINTS	188.82	10000
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	132.2	0
POINTS	132.2	8800
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	331.82	0
POINTS	331.82	20600
LOWEST	99.46	0
POINTS	99.46	3000
LOWEST	167.2	0
POINTS	167.2	11400
LOWEST	190.76	0
POINTS	190.76	6600
LOWEST	236.98	0
POINTS	236.98	16600
LOWEST	87.1	0
POINTS	87.1	4400
LOWEST	93.1	0
POINTS	93.1	3000
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	188.59	0
POINTS	192.69	9800
LOWEST	241.58	0
POINTS	241.58	14600
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	246.56	0
POINTS	246.56	9700
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	101.4	0
POINTS	101.4	4500
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	153.86	0
POINTS	153.86	5500
LOWEST	104.46	0
POINTS	104.46	3400
LOWEST	137.2	0
POINTS	137.2	9200
LOWEST	129.1	0
POINTS	129.1	4300
LOWEST	39.2	0
POINTS	39.2	1900
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	259.56	0
POINTS	259.56	10000
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	517.03	0
POINTS	517.03	34100
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	158.2	0
POINTS	158.2	3800
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	222.59	0
POINTS	222.59	7500
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	372.24	0
POINTS	372.24	20000
LOWEST	193.4	0
POINTS	193.4	10000
LOWEST	102.46	0
POINTS	102.46	3200
LOWEST	188.2	0
POINTS	188.2	12900
LOWEST	177.1	0
POINTS	177.1	11100
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	90.2	0
POINTS	90.2	5700
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	324.16	0
POINTS	324.16	15000
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	163.98	0
POINTS	163.98	11100
LOWEST	329.46	0
POINTS	329.46	16700
LOWEST	115.6	0
POINTS	115.6	5600
LOWEST	215.56	0
POINTS	215.56	8200
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	121.99	0
POINTS	121.99	4700
LOWEST	55.1	0
POINTS	55.1	3400
LOWEST	250.26	0
POINTS	250.26	9100
LOWEST	172.2	0
POINTS	172.2	11800
LOWEST	357.66	0
POINTS	357.66	17200
LOWEST	277.59	0
POINTS	277.59	11500
LOWEST	193.61	0
POINTS	193.61	8700
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	77.2	0
POINTS	77.2	4700
LOWEST	278.96	0
POINTS	278.96	10700
LOWEST	139.6	0
POINTS	139.6	8200
LOWEST	181.98	0
POINTS	181.98	12500
LOWEST	215.98	0
POINTS	215.98	15000
LOWEST	149.46	0
POINTS	149.46	6700
LOWEST	549.8	0
POINTS	549.8	38400
LOWEST	355.2	0
POINTS	355.2	29700
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	97.1	0
POINTS	97.1	5200
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	221.87	0
POINTS	221.87	10000
LOWEST	138.56	0
POINTS	138.56	4500
LOWEST	153.2	0
POINTS	153.2	10300
LOWEST	249.96	0
POINTS	249.96	13200
LOWEST	420.46	0
POINTS	420.46	22000
LOWEST	174.2	0
POINTS	174.2	11900
LOWEST	214.98	0
POINTS	214.98	14900
LOWEST	223.2	0
POINTS	223.2	15500
LOWEST	108.49	0
POINTS	108.49	3800
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	99.46	0
POINTS	99.46	3000
LOWEST	377.43	0
POINTS	377.43	21800
LOWEST	208.46	0
POINTS	208.46	7800
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	455.24	0
POINTS	455.24	26200
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	62.6	0
POINTS	62.6	4300
LOWEST	173.4	0
POINTS	173.4	8500
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	519.86	0
POINTS	519.86	33700
LOWEST	160.46	0
POINTS	160.46	4200
LOWEST	187.59	0
POINTS	187.59	4900
LOWEST	123.21	0
POINTS	123.21	3800
LOWEST	212.16	0
POINTS	212.16	6700
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	132.2	0
POINTS	132.2	8800
LOWEST	245.06	0
POINTS	245.06	10000
LOWEST	320.56	0
POINTS	320.56	14800
LOWEST	245.06	0
POINTS	245.06	10000
LOWEST	164.19	0
POINTS	164.19	11200
LOWEST	92.2	0
POINTS	92.2	5800
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	173.2	0
POINTS	173.2	4900
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	130.2	0
POINTS	130.2	8600
LOWEST	131.2	0
POINTS	131.2	3800
LOWEST	145.2	0
POINTS	145.2	9800
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	84.2	0
POINTS	84.2	5200
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	179.96	0
POINTS	179.96	8000
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	248.46	0
POINTS	248.46	13000
LOWEST	451.66	0
POINTS	451.66	24100
LOWEST	220.16	0
POINTS	220.16	9700
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	254.96	0
POINTS	254.96	13500
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	186.06	0
POINTS	186.06	5600
LOWEST	208.21	0
POINTS	208.21	14400
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	491.96	0
POINTS	491.96	33600
LOWEST	277.46	0
POINTS	277.46	12900
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	88.4	0
POINTS	88.4	3500
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	254.1	0
POINTS	254.1	15700
LOWEST	123.7	0
POINTS	123.7	8500
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	76.2	0
POINTS	76.2	4600
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	353.06	0
POINTS	353.06	18200
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	311.96	0
POINTS	311.96	15600
LOWEST	120.8	0
POINTS	120.8	3000
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	116.2	0
POINTS	116.2	7600
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	250.99	0
POINTS	250.99	13900
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	103.48	0
POINTS	103.48	7000
LOWEST	240.36	0
POINTS	240.36	9800
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	159	0
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	92.2	0
POINTS	92.2	5800
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	131.2	0
POINTS	131.2	8700
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	78.1	0
POINTS	78.1	3800
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	123.26	0
POINTS	123.26	3500
LOWEST	41.2	0
POINTS	41.2	2000
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	189.98	0
POINTS	189.98	13100
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	162.59	0
POINTS	162.59	3000
LOWEST	224.2	0
POINTS	224.2	15600
LOWEST	152.1	0
POINTS	152.1	9200
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	97.2	0
POINTS	97.2	6200
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	141.2	0
POINTS	141.2	9500
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	147.68	0
POINTS	147.68	2500
LOWEST	197.1	0
POINTS	197.1	11500
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	70.2	0
POINTS	70.2	4200
LOWEST	151.2	0
POINTS	151.2	10200
LOWEST	174.98	0
POINTS	174.98	12000
LOWEST	146.2	0
POINTS	146.2	9800
LOWEST	142.1	0
POINTS	142.1	7800
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	76.2	0
POINTS	76.2	4600
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	279.2	0
POINTS	279.2	19700
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	165.21	0
POINTS	165.21	11200
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	116.2	0
POINTS	116.2	7600
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	136.98	0
POINTS	136.98	9100
LOWEST	193.2	0
POINTS	193.2	13300
LOWEST	158.4	0
POINTS	158.4	7400
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	147.98	0
POINTS	147.98	10000
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	230.2	0
POINTS	230.2	16000
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	113.98	0
POINTS	113.98	7400
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	127.1	0
POINTS	127.1	7400
LOWEST	84.2	0
POINTS	84.2	5200
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	133.1	0
POINTS	133.1	6700
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	87.1	0
POINTS	87.1	4400
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	116.7	0
POINTS	116.7	7800
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	102.1	0
POINTS	102.1	5500
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	102.1	0
POINTS	102.1	5500
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	185.4	0
POINTS	185.4	9400
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	137.2	0
POINTS	137.2	9200
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	153.2	0
POINTS	153.2	10300
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	112.1	0
POINTS	112.1	6300
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	162.1	0
POINTS	162.1	10000
LOWEST	162.4	0
POINTS	162.4	7700
LOWEST	152.98	0
POINTS	152.98	10300
LOWEST	277.61	0
POINTS	277.61	13400
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	118.1	0
POINTS	118.1	6700
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	377.71	0
POINTS	377.71	15300
LOWEST	191.86	0
POINTS	191.86	5600
LOWEST	103.6	0
POINTS	103.6	6000
LOWEST	103.6	0
POINTS	103.6	6000
LOWEST	88.6	0
POINTS	88.6	4900
LOWEST	234.46	0
POINTS	234.46	9400
LOWEST	206.1	0
POINTS	206.1	13200
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	113.6	0
POINTS	113.6	6700
LOWEST	94.2	0
POINTS	94.2	6000
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	183.1	0
POINTS	183.1	11500
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	242.1	0
POINTS	242.1	12600
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	93.1	0
POINTS	93.1	4900
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	113.6	0
POINTS	113.6	6700
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	56.2	0
POINTS	56.2	3200
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	168.1	0
POINTS	168.1	10400
LOWEST	233.1	0
POINTS	233.1	12000
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	67.2	0
POINTS	67.2	4000
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	94.82	0
POINTS	94.82	3000
LOWEST	115.6	0
POINTS	115.6	5600
LOWEST	143.1	0
POINTS	143.1	8600
LOWEST	105.1	0
POINTS	105.1	2500
LOWEST	74.2	0
POINTS	74.2	4500
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	56.2	0
POINTS	56.2	3200
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	168.1	0
POINTS	168.1	10400
LOWEST	183.2	0
POINTS	183.2	12600
LOWEST	70.2	0
POINTS	70.2	4200
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	135.2	0
POINTS	135.2	9000
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	221.2	0
POINTS	221.2	15400
LOWEST	97.2	0
POINTS	97.2	6200
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	196.98	0
POINTS	196.98	13600
LOWEST	149.2	0
POINTS	149.2	10000
LOWEST	87.2	0
POINTS	87.2	5500
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	92.1	0
POINTS	92.1	6100
LOWEST	59.2	0
POINTS	59.2	3400
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	74.2	0
POINTS	74.2	4500
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	181.2	0
POINTS	181.2	12400
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	206.2	0
POINTS	206.2	14300
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	80.21	0
POINTS	80.21	4900
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	255.96	0
POINTS	255.96	9800
LOWEST	155.6	0
POINTS	155.6	8600
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	332.4	0
POINTS	332.4	20300
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	141.56	0
POINTS	141.56	4900
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	173.5	0
POINTS	173.5	10400
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	98.99	0
POINTS	98.99	6300
LOWEST	98.1	0
POINTS	98.1	3400
LOWEST	163.2	0
POINTS	163.2	11100
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	152.4	0
POINTS	152.4	6900
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	151.6	0
POINTS	151.6	9100
LOWEST	155.1	0
POINTS	155.1	9500
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	154.2	0
POINTS	154.2	10400
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	169.4	0
POINTS	169.4	8200
LOWEST	92.1	0
POINTS	92.1	6100
LOWEST	302.86	0
POINTS	302.86	13700
LOWEST	209.82	0
POINTS	209.82	11500
LOWEST	236.98	0
POINTS	236.98	16600
LOWEST	52.2	0
POINTS	52.2	2900
LOWEST	104.82	0
POINTS	104.82	3800
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	183.1	0
POINTS	183.1	11500
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	112.98	0
POINTS	112.98	7400
LOWEST	147.1	0
POINTS	147.1	7800
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	184.96	0
POINTS	184.96	3800
LOWEST	154.2	0
POINTS	154.2	10400
LOWEST	103.1	0
POINTS	103.1	3800
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	86.2	0
POINTS	86.2	5400
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	81.2	0
POINTS	81.2	5000
LOWEST	163.1	0
POINTS	163.1	10000
LOWEST	72.98	0
POINTS	72.98	4400
LOWEST	156	0
POINTS	156	8400
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	130.2	0
POINTS	130.2	8600
LOWEST	145.1	0
POINTS	145.1	6900
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	258.4	0
POINTS	258.4	14800
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	177.2	0
POINTS	177.2	12100
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	367.2	0
POINTS	367.2	28300
LOWEST	147.68	0
POINTS	147.68	2500
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	145.6	0
POINTS	145.6	6000
LOWEST	338.79	0
POINTS	338.79	21800
LOWEST	186.06	0
POINTS	186.06	5600
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	207.59	0
POINTS	207.59	6300
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	213.1	0
POINTS	213.1	13800
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	149.2	0
POINTS	149.2	10000
